<<<<<<< Updated upstream:Model/data_genparams.csv
name,typ,node,maxcap,heat_rate,mincap,var_om,fix_om,st_cost,ramp,minup,mindn
Marshall_NC_3,coal,6669,711,10.08693299,270.18,4.6,49770,49770,248.85,12,12
Marshall_NC_4,coal,6669,711,9.711744618,270.18,4.6,49770,49770,248.85,12,12
Mayo_1,coal,1834,763.2,6.953060785,290.016,4.6,53424,53424,267.12,12,12
Roxboro_1,coal,1514,410.8,11.00271788,156.104,4.6,28756,28756,143.78,12,12
Roxboro_2,coal,1514,657,9.990212347,249.66,4.6,45990,45990,229.95,12,12
Roxboro_3,coal,1514,745.2,5.121844569,283.176,4.6,52164,52164,260.82,12,12
Roxboro_4,coal,1514,745.2,6.154090406,283.176,4.6,52164,52164,260.82,12,12
UnivofNCChapelHillCogenFacility_TG3,coal,4169,28,18.92863428,10.64,4.6,1960,1960,9.8,12,12
RosemaryPowerStation_GEN3,oil,10054,54,18,20.52,2,3780,3780,54,1,1
RosemaryPowerStation_GEN1,oil,10054,86,18,32.68,2,6020,6020,86,1,1
RosemaryPowerStation_GEN2,oil,10054,40,18,15.2,2,2800,2800,40,1,1
Blewett_GT1,oil,29024,17.5,2106.741849,6.65,2,1225,1225,17.5,1,1
Blewett_GT2,oil,29024,17.5,3291.784121,6.65,2,1225,1225,17.5,1,1
Blewett_GT3,oil,29024,17.5,3291.784121,6.65,2,1225,1225,17.5,1,1
Blewett_GT4,oil,29024,17.5,3291.784121,6.65,2,1225,1225,17.5,1,1
WHWeatherspoon_GT1,oil,28662,39.7,48.78505032,15.086,2,2779,2779,39.7,1,1
WHWeatherspoon_GT2,oil,28662,39.7,41.81815566,15.086,2,2779,2779,39.7,1,1
WHWeatherspoon_GT3,oil,28662,41.8,37.47141412,15.884,2,2926,2926,41.8,1,1
WHWeatherspoon_GT4,oil,28662,41.8,41.80371184,15.884,2,2926,2926,41.8,1,1
AlbemarleHospitalUnit_1,oil,15692,1.8,12.42424242,0.684,2,126,126,1.8,1,1
AlbemarlePrimePowerPark_Unit1,oil,15692,1.8,19.62820513,0.684,2,126,126,1.8,1,1
AlbemarlePrimePowerPark_Unit2,oil,15692,1.8,19.62820513,0.684,2,126,126,1.8,1,1
BosticDeliveryNo2_1,oil,15511,1,25,0.38,2,70,70,1,1,1
Buxton_1A,oil,13780,3,30.86979167,1.14,2,210,210,3,1,1
Buxton_2A,oil,13780,3,30.86979167,1.14,2,210,210,3,1,1
Buxton_3A,oil,13780,3,30.86979167,1.14,2,210,210,3,1,1
Buxton_4A,oil,13780,3,30.86979167,1.14,2,210,210,3,1,1
Buxton_5A,oil,13780,3,30.86979167,1.14,2,210,210,3,1,1
CatawbaRiverPollutionControl_1234,oil,14301,1.3,119.5,0.494,2,91,91,1.3,1,1
CenturyLinkRegionalHQ_GEN1,oil,1754,1,18,0.38,2,70,70,1,1,1
CenturyLinkRegionalHQ_GEN2,oil,1754,1,18,0.38,2,70,70,1,1,1
CherryvilleCityHall_1,oil,4517,1.8,20.05882353,0.684,2,126,126,1.8,1,1
CorneliusDeliveryNo1_1,oil,4098,2.2,18,0.836,2,154,154,2.2,1,1
DrexelOperationsCenter_1,oil,29284,2.2,32.76190476,0.836,2,154,154,2.2,1,1
DSMPharmaceuticals_GEN2,oil,9508,0.3,11.18295529,0.114,2,21,21,0.3,1,1
DSMPharmaceuticals_GEN3,oil,9508,1.1,11.18304762,0.418,2,77,77,1.1,1,1
DSMPharmaceuticals_GEN4,oil,9508,1.2,11.1830888,0.456,2,84,84,1.2,1,1
DSMPharmaceuticals_GEN5,oil,9508,1,11.18308618,0.38,2,70,70,1,1,1
DSMPharmaceuticals_GEN6,oil,9508,1.2,11.1830888,0.456,2,84,84,1.2,1,1
DSMPharmaceuticals_GEN7,oil,9508,0.1,11.18266205,0.038,2,7,7,0.1,1,1
DSMPharmaceuticals_GEN8,oil,9508,0.3,11.18295529,0.114,2,21,21,0.3,1,1
EastsideWWTP_1,oil,7031,1.8,9.859644737,0.684,2,126,126,1.8,1,1
EastsideWWTP_2,oil,7031,1.8,9.859644737,0.684,2,126,126,1.8,1,1
EastsideWWTP_3,oil,7031,1.8,9.859644737,0.684,2,126,126,1.8,1,1
EdentonGenerators_2,oil,6422,1.2,18,0.456,2,84,84,1.2,1,1
EdentonGenerators_3,oil,6422,1.2,27.23157895,0.456,2,84,84,1.2,1,1
GastonMemorialHospital_GMH1,oil,4475,1.8,15.45454545,0.684,2,126,126,1.8,1,1
GastoniaPrimePowerPark_1,oil,4517,2.3,18,0.874,2,161,161,2.3,1,1
GastoniaPrimePowerPark_2,oil,4517,2.3,18,0.874,2,161,161,2.3,1,1
GastoniaPrimePowerPark_3,oil,4517,1.8,18,0.684,2,126,126,1.8,1,1
GastoniaPrimePowerPark_4,oil,4517,1.8,18,0.684,2,126,126,1.8,1,1
GastoniaPrimePowerPark_5,oil,4517,1.8,18,0.684,2,126,126,1.8,1,1
GastoniaPrimePowerPark_6,oil,4517,1.8,18,0.684,2,126,126,1.8,1,1
GastoniaTulipDrive_DG3,oil,4517,1.8,46.27983501,0.684,2,126,126,1.8,1,1
GastoniaTulipDrive_Unit1,oil,4517,1.8,46.27983501,0.684,2,126,126,1.8,1,1
GastoniaTulipDrive_Unit2,oil,4517,1.8,46.27983501,0.684,2,126,126,1.8,1,1
GraniteFallsWalmart_1,oil,14258,2.2,34.63157895,0.836,2,154,154,2.2,1,1
HighPointFairfield_1,oil,7041,1.8,18,0.684,2,126,126,1.8,1,1
HighPointPOLO_1,oil,7041,1.8,19.2826087,0.684,2,126,126,1.8,1,1
HighPointPumpStationRd_Unit1,oil,7041,1.8,24.94230769,0.684,2,126,126,1.8,1,1
HighPointPumpStationRd_Unit2,oil,7041,1.8,24.94230769,0.684,2,126,126,1.8,1,1
HuntersvilleDeliveryNo2_1,oil,28471,2.2,18,0.836,2,154,154,2.2,1,1
LandisDeliveryNo2_1,oil,29477,2.2,18,0.836,2,154,154,2.2,1,1
Lexington_Unit1,oil,6954,1.8,18,0.684,2,126,126,1.8,1,1
Lexington_Unit2,oil,6954,1.8,18,0.684,2,126,126,1.8,1,1
LexingtonHealthCenter_1,oil,6954,1.8,18,0.684,2,126,126,1.8,1,1
LincolntonHighSchool_1,oil,15630,1.8,19.63888889,0.684,2,126,126,1.8,1,1
LongCreekWasteWaterPlant_ES1,oil,4517,1.7,8.780697368,0.646,2,119,119,1.7,1,1
LongCreekWasteWaterPlant_ES2,oil,4517,1.7,8.780697368,0.646,2,119,119,1.7,1,1
LongCreekWasteWaterPlant_ES3,oil,4517,1.7,8.780697368,0.646,2,119,119,1.7,1,1
MaidenCommunityCenter_1,oil,15630,1.8,17.85365854,0.684,2,126,126,1.8,1,1
MonroeMiddleSchool_1,oil,15782,1.8,18.31707317,0.684,2,126,126,1.8,1,1
MorgantonStation5_1,oil,13843,1.8,18,0.684,2,126,126,1.8,1,1
MorgantonParkerRoad_1,oil,29284,1.8,18,0.684,2,126,126,1.8,1,1
MurphyBrownLLC_01,oil,9870,1.2,14.32075472,0.456,2,84,84,1.2,1,1
MurphyBrownLLC_02,oil,9870,1.2,14.32075472,0.456,2,84,84,1.2,1,1
Ocracoke_1,oil,9864,3,10.12686567,1.14,2,210,210,3,1,1
PinevilleDelivery2_1,oil,4459,1.8,18,0.684,2,126,126,1.8,1,1
ShelbyNC_GEN2,oil,4496,0.9,18,0.342,2,63,63,0.9,1,1
ShelbyNC_GEN3,oil,4496,0.9,18,0.342,2,63,63,0.9,1,1
ShelbyNC_GEN4,oil,4496,1.2,18,0.456,2,84,84,1.2,1,1
ShelbyNC_GEN5,oil,4496,1.2,18,0.456,2,84,84,1.2,1,1
ShelbyTomsStreet_1,oil,4496,1.8,18,0.684,2,126,126,1.8,1,1
SmithfieldFarmlandCorpBladen_GEN1,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN2,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN3,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN4,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN5,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN6,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN7,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN8,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GEN9,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN10,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN11,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN12,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN13,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN14,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN15,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN16,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN17,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN18,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldFarmlandCorpBladen_GN19,oil,7092,1.5,10.56449805,0.57,2,105,105,1.5,1,1
SmithfieldPackagedMeatsCorp_1,oil,6892,1.4,8.113207547,0.532,2,98,98,1.4,1,1
SmithfieldPackagedMeatsCorp_2,oil,6892,1.4,8.113207547,0.532,2,98,98,1.4,1,1
SmithfieldPackagedMeatsCorp_1,oil,9484,2.3,10.82190701,0.874,2,161,161,2.3,1,1
SmithfieldPackagedMeatsCorp_2,oil,9484,2.3,10.82190701,0.874,2,161,161,2.3,1,1
SmithfieldPackagedMeatsCorp_3,oil,9484,2.3,10.82190701,0.874,2,161,161,2.3,1,1
SmithfieldPackagedMeatsCorp_4,oil,9484,2.3,10.82190701,0.874,2,161,161,2.3,1,1
StatesvilleDeliveryNo3_1,oil,10017,2.2,18,0.836,2,154,154,2.2,1,1
StatesvilleHighway64_1,oil,10017,1.8,18,0.684,2,126,126,1.8,1,1
UnivofNCChapelHillCogenFacility_ES001,oil,4169,2,18,0.76,2,140,140,2,1,1
UnivofNCChapelHillCogenFacility_ES002,oil,4169,2,18,0.76,2,140,140,2,1,1
WardWTP_1,oil,7041,1,10.73529412,0.38,2,70,70,1,1,1
WardWTP_2,oil,7041,1,10.73529412,0.38,2,70,70,1,1,1
WaterFilterPlant2_1299,oil,14783,1.8,23.69230769,0.684,2,126,126,1.8,1,1
WestsideWWTP_1,oil,7041,1.8,10.45945946,0.684,2,126,126,1.8,1,1
Works53_1,oil,6954,1,21.69397646,0.38,2,70,70,1,1,1
Works53_2,oil,6954,1.2,21.69230769,0.456,2,84,84,1.2,1,1
Works53_3,oil,6954,0.8,21.69022209,0.304,2,56,56,0.8,1,1
Asheville_ST6,ngcc,28665,102,8.62,38.76,3.17,7140,7140,102,6,6
Asheville_ST8,ngcc,28665,102,8.62,38.76,3.17,7140,7140,102,6,6
Asheville_CT5,ngcc,28665,191.2,8.62,72.656,3.17,13384,13384,191.2,6,6
Asheville_CT7,ngcc,28665,191.2,8.62,72.656,3.17,13384,13384,191.2,6,6
Buck_ST10,ngcc,6685,327.3,6.997048363,124.374,3.17,22911,22911,327.3,6,6
Buck_CT11,ngcc,6685,185.3,6.997048363,70.414,3.17,12971,12971,185.3,6,6
Buck_CT12,ngcc,6685,185.3,6.997048363,70.414,3.17,12971,12971,185.3,6,6
ButlerWarnerGenerationPlant_9,ngcc,7619,73,12.3846967,27.74,3.17,5110,5110,73,6,6
ButlerWarnerGenerationPlant_1,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
ButlerWarnerGenerationPlant_2,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
ButlerWarnerGenerationPlant_3,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
ButlerWarnerGenerationPlant_6,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
ButlerWarnerGenerationPlant_7,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
ButlerWarnerGenerationPlant_8,ngcc,7619,28.8,12.3846967,10.944,3.17,2016,2016,28.8,6,6
DanRiver_ST7,ngcc,7014,327.3,7.168874129,124.374,3.17,22911,22911,327.3,6,6
DanRiver_CT8,ngcc,7014,185.3,7.168874129,70.414,3.17,12971,12971,185.3,6,6
DanRiver_CT9,ngcc,7014,185.3,7.168874129,70.414,3.17,12971,12971,185.3,6,6
HFLeeSteamElectricPlant_ST1,ngcc,6661,380,7.024506613,144.4,3.17,26600,26600,380,6,6
HFLeeSteamElectricPlant_1A,ngcc,6661,180,7.024506613,68.4,3.17,12600,12600,180,6,6
HFLeeSteamElectricPlant_1B,ngcc,6661,180,7.024506613,68.4,3.17,12600,12600,180,6,6
HFLeeSteamElectricPlant_1C,ngcc,6661,180,7.024506613,68.4,3.17,12600,12600,180,6,6
KingsMountainEnergyCenter_KMEC2,ngcc,4517,233.7,5.243211475,88.806,3.17,16359,16359,233.7,6,6
KingsMountainEnergyCenter_KMEC1,ngcc,4517,310.2,5.243211475,117.876,3.17,21714,21714,310.2,6,6
LVSutton_CA1,ngcc,28666,288,7.336089691,109.44,3.17,20160,20160,288,6,6
LVSutton_CT1,ngcc,28666,221,7.336089691,83.98,3.17,15470,15470,221,6,6
LVSutton_CT2,ngcc,28666,221,7.336089691,83.98,3.17,15470,15470,221,6,6
Rowan_STG,ngcc,4473,195,8.62,74.1,3.17,13650,13650,195,6,6
Rowan_4,ngcc,4473,199.4,8.62,75.772,3.17,13958,13958,199.4,6,6
Rowan_5,ngcc,4473,199.4,8.62,75.772,3.17,13958,13958,199.4,6,6
SherwoodHSmithJrEnergyComplex_ST4,ngcc,28663,195.5,8.62,74.29,3.17,13685,13685,195.5,6,6
SherwoodHSmithJrEnergyComplex_ST5,ngcc,28663,271.1,8.62,103.018,3.17,18977,18977,271.1,6,6
SherwoodHSmithJrEnergyComplex_10,ngcc,28663,191.2,8.62,72.656,3.17,13384,13384,191.2,6,6
SherwoodHSmithJrEnergyComplex_7,ngcc,28663,199.4,8.62,75.772,3.17,13958,13958,199.4,6,6
SherwoodHSmithJrEnergyComplex_8,ngcc,28663,199.4,8.62,75.772,3.17,13958,13958,199.4,6,6
SherwoodHSmithJrEnergyComplex_9,ngcc,28663,191.2,8.62,72.656,3.17,13384,13384,191.2,6,6
AnsonCountyGenerationFacility_1,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
AnsonCountyGenerationFacility_2,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
AnsonCountyGenerationFacility_3,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
AnsonCountyGenerationFacility_4,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
AnsonCountyGenerationFacility_5,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
AnsonCountyGenerationFacility_6,ngct,29024,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
ArcherDanielsMidlandSouthport_GEN1,ngct,6676,18,14.95994921,6.84,3.17,1260,1260,18,1,1
ArcherDanielsMidlandSouthport_GEN2,ngct,6676,17.5,14.95995051,6.65,3.17,1225,1225,17.5,1,1
ArcherDanielsMidlandSouthport_GEN3,ngct,6676,17,14.95995188,6.46,3.17,1190,1190,17,1,1
Asheville_GT1,ngct,28665,211.7,11.72316707,80.446,3.17,14819,14819,211.7,1,1
Asheville_GT2,ngct,28665,211.8,12.07588748,80.484,3.17,14826,14826,211.8,1,1
ButlerWarnerGenerationPlant_4,ngct,7619,28.8,18.39470322,10.944,3.17,2016,2016,28.8,1,1
ButlerWarnerGenerationPlant_5,ngct,7619,28.8,13.8220467,10.944,3.17,2016,2016,28.8,1,1
ClevelandCntyGeneratingFacility_1,ngct,4496,184,20.57540208,69.92,3.17,12880,12880,184,1,1
ClevelandCntyGeneratingFacility_2,ngct,4496,184,24.47028637,69.92,3.17,12880,12880,184,1,1
ClevelandCntyGeneratingFacility_3,ngct,4496,184,22.84831466,69.92,3.17,12880,12880,184,1,1
ClevelandCntyGeneratingFacility_4,ngct,4496,184,14.37640067,69.92,3.17,12880,12880,184,1,1
DSMPharmaceuticals_GEN1,ngct,9508,4,18.44047619,1.52,3.17,280,280,4,1,1
HamletGeneratingFacility_ES1,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
HamletGeneratingFacility_ES2,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
HamletGeneratingFacility_ES3,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
HamletGeneratingFacility_ES4,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
HamletGeneratingFacility_ES5,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
HamletGeneratingFacility_ES6,ngct,28663,57.3,13.73,21.774,3.17,4011,4011,57.3,1,1
LVSutton_CT004,ngct,28666,60.5,11.37166666,22.99,3.17,4235,4235,60.5,1,1
LVSutton_CT005,ngct,28666,60.5,9.081041816,22.99,3.17,4235,4235,60.5,1,1
LincolnCombustion_1,ngct,4099,109.6,18.68852141,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_10,ngct,4099,109.6,10.88831773,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_11,ngct,4099,109.6,10.88075263,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_12,ngct,4099,109.6,8.786964745,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_13,ngct,4099,109.6,9.310508705,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_14,ngct,4099,109.6,13.23834926,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_15,ngct,4099,109.6,14.42917414,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_16,ngct,4099,109.6,14.18844867,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_2,ngct,4099,109.6,20.31346685,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_3,ngct,4099,109.6,9.741331652,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_4,ngct,4099,109.6,18.3577906,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_5,ngct,4099,109.6,14.34964357,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_6,ngct,4099,109.6,13.69846273,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_7,ngct,4099,109.6,16.83157946,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_8,ngct,4099,109.6,11.19189176,41.648,3.17,7672,7672,109.6,1,1
LincolnCombustion_9,ngct,4099,109.6,9.373551234,41.648,3.17,7672,7672,109.6,1,1
MonroeGeneratingStation_1,ngct,15782,15,14.08699883,5.7,3.17,1050,1050,15,1,1
MonroeGeneratingStation_2,ngct,15782,15,14.08699883,5.7,3.17,1050,1050,15,1,1
NCSUCatesCogenerationPlant_CTG1,ngct,12439,5.6,14.45027272,2.128,3.17,392,392,5.6,1,1
NCSUCatesCogenerationPlant_CTG2,ngct,12439,5.6,14.45027272,2.128,3.17,392,392,5.6,1,1
NCSUCCUPCogenerationPlant_CTG1,ngct,12439,5.6,13.73,2.128,3.17,392,392,5.6,1,1
RockinghamCountyCTStation_CT1,ngct,7011,195.5,10.90320333,74.29,3.17,13685,13685,195.5,1,1
RockinghamCountyCTStation_CT2,ngct,7011,195.5,10.89805116,74.29,3.17,13685,13685,195.5,1,1
RockinghamCountyCTStation_CT3,ngct,7011,195.5,9.344042645,74.29,3.17,13685,13685,195.5,1,1
RockinghamCountyCTStation_CT4,ngct,7011,195.5,10.94501416,74.29,3.17,13685,13685,195.5,1,1
RockinghamCountyCTStation_CT5,ngct,7011,195.5,10.93795896,74.29,3.17,13685,13685,195.5,1,1
Rowan_001,ngct,4473,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
Rowan_002,ngct,4473,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
Rowan_003,ngct,4473,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
SherwoodHSmithJrEnergyComplex_001,ngct,28663,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
SherwoodHSmithJrEnergyComplex_002,ngct,28663,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
SherwoodHSmithJrEnergyComplex_003,ngct,28663,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
SherwoodHSmithJrEnergyComplex_004,ngct,28663,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
SherwoodHSmithJrEnergyComplex_6,ngct,28663,199.4,13.73,75.772,3.17,13958,13958,199.4,1,1
WayneCounty_1,ngct,6661,195.2,11.56756123,74.176,3.17,13664,13664,195.2,1,1
WayneCounty_2,ngct,6661,195.2,11.56756123,74.176,3.17,13664,13664,195.2,1,1
WayneCounty_3,ngct,6661,195.2,11.56756123,74.176,3.17,13664,13664,195.2,1,1
WayneCounty_4,ngct,6661,195.2,11.56756123,74.176,3.17,13664,13664,195.2,1,1
WayneCounty_5,ngct,6661,198.9,11.56756124,75.582,3.17,13923,13923,198.9,1,1
CPIUSANCRoxboro_GEN1,must,6670,67.5,0,0,1,1,1,67.5,1,1
CPIUSANCSouthport_GEN1,must,6671,67.5,0,0,1,1,1,67.5,1,1
CPIUSANCSouthport_GEN2,must,6671,67.5,0,0,1,1,1,67.5,1,1
CravenCountyWoodEnergyLP_1UNI,must,9483,50,0,0,1,1,1,50,1,1
DomtarPaperCoLLCPlymouthNC_TG10,must,6586,72,0,0,1,1,1,72,1,1
DomtarPaperCoLLCPlymouthNC_TG9,must,6586,42,0,0,1,1,1,42,1,1
IngredionWinstonSalem_7500,must,28704,7.5,0,0,1,1,1,7.5,1,1
IngredionWinstonSalem_900,must,28704,0.9,0,0,1,1,1,0.9,1,1
InternationalPaperCoNewBernMill_TG2,must,9867,38.1,0,0,1,1,1,38.1,1,1
InternationalPaperRiegelwoodMill_NO1,must,6687,7.5,0,0,1,1,1,7.5,1,1
InternationalPaperRiegelwoodMill_NO3,must,6687,44,0,0,1,1,1,44,1,1
KapStoneKraftPaperCorp_GEN1,must,2042,28.3,0,0,1,1,1,28.3,1,1
Lumberton_GEN1,must,6668,34.7,0,0,1,1,1,34.7,1,1
AppleDataCenterFC1,must,15630,5,0,0,1,1,1,5,1,1
AppleDataCenterFC2,must,15630,5.5,0,0,1,1,1,5.5,1,1
ConcordEnergy_UNT1,must,4472,4.8,0,0,1,1,1,4.8,1,1
ConcordEnergy_UNT2,must,4472,4.8,0,0,1,1,1,4.8,1,1
GRSCMS_1,must,4472,5.3,0,0,1,1,1,5.3,1,1
SalemEnergySystemsLLC_UNT2,must,28667,4.5,0,0,1,1,1,4.5,1,1
BlackburnLandfillCoGeneration_BB1,must,15630,1,0,0,1,1,1,1,1,1
BlackburnLandfillCoGeneration_BB2,must,15630,1,0,0,1,1,1,1,1,1
BlackburnLandfillCoGeneration_BB3,must,15630,0.9,0,0,1,1,1,0.9,1,1
CIIMethaneManagementGEN1,must,6906,1.6,0,0,1,1,1,1.6,1,1
COCSurryLFGUNIT1,must,6966,1.6,0,0,1,1,1,1.6,1,1
DavidsonGasProducersLLC_1,must,6953,1.6,0,0,1,1,1,1.6,1,1
GastonCounty_GEN1,must,4517,1.4,0,0,1,1,1,1.4,1,1
GastonCounty_GEN2,must,4517,1.4,0,0,1,1,1,1.4,1,1
GastonCounty_GEN3,must,4517,1.4,0,0,1,1,1,1.4,1,1
IredellLFG1,must,9412,1.6,0,0,1,1,1,1.6,1,1
IredellLFG2,must,9412,1.6,0,0,1,1,1,1.6,1,1
MPDurham1,must,3484,1.1,0,0,1,1,1,1.1,1,1
MPDurham2,must,3484,1.1,0,0,1,1,1,1.1,1,1
MPWayne1,must,9487,1.1,0,0,1,1,1,1.1,1,1
MPWayne2,must,9487,1.1,0,0,1,1,1,1.1,1,1
New Bern_1,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_10,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_11,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_12,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_13,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_14,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_15,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_16,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_17,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_18,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_2,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_3,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_4,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_5,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_6,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_7,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_8,must,9483,0.3,0,0,1,1,1,0.3,1,1
New Bern_9,must,9483,0.3,0,0,1,1,1,0.3,1,1
OnslowGEN1,must,9838,2,0,0,1,1,1,2,1,1
Reventure_LFG,must,6680,1.9,0,0,1,1,1,1.9,1,1
Reventure_RNG,must,6680,1.6,0,0,1,1,1,1.6,1,1
RobesonLFG1,must,7092,1,0,0,1,1,1,1,1,1
RobesonLFG2,must,7092,1,0,0,1,1,1,1,1,1
SampsonCounty_GEN1,must,13956,1.6,0,0,1,1,1,1.6,1,1
SampsonCounty_GEN2,must,13956,1.6,0,0,1,1,1,1.6,1,1
SampsonCounty_GEN3,must,13956,1.6,0,0,1,1,1,1.6,1,1
SampsonCounty_GEN4,must,13956,1.6,0,0,1,1,1,1.6,1,1
SampsonCounty_GEN5,must,13956,1.6,0,0,1,1,1,1.6,1,1
SampsonCounty_GEN6,must,13956,1.6,0,0,1,1,1,1.6,1,1
UNC_LFG1,must,4169,1,0,0,1,1,1,1,1,1
UwharrieRenewable_1,must,15690,1.6,0,0,1,1,1,1.6,1,1
UwharrieRenewable_2,must,15690,1.6,0,0,1,1,1,1.6,1,1
UwharrieRenewable_3,must,15690,1.6,0,0,1,1,1,1.6,1,1
UwharrieRenewable_4,must,15690,1.6,0,0,1,1,1,1.6,1,1
UwharrieRenewable_5,must,15690,1.6,0,0,1,1,1,1.6,1,1
UwharrieRenewable_6,must,15690,1.6,0,0,1,1,1,1.6,1,1
WakeCountyLFG1,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG10,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG11,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG12,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG13,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG14,must,28771,0.3,0,0,1,1,1,0.3,1,1
WakeCountyLFG15,must,28771,0.3,0,0,1,1,1,0.3,1,1
